1906-09-12,21069750,"The Gadfly, 12 September 1906",http://nla.gov.au/nla.news-page21069750,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069750/level3
1906-09-19,21069770,"The Gadfly, 19 September 1906",http://nla.gov.au/nla.news-page21069770,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069770/level3
1906-04-18,21069252,"The Gadfly, 18 April 1906",http://nla.gov.au/nla.news-page21069252,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069252/level3
1906-06-06,21069420,"The Gadfly,  6 June 1906",http://nla.gov.au/nla.news-page21069420,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069420/level3
1906-10-10,21069830,"The Gadfly, 10 October 1906",http://nla.gov.au/nla.news-page21069830,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069830/level3
1906-07-11,21069542,"The Gadfly, 11 July 1906",http://nla.gov.au/nla.news-page21069542,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069542/level3
1906-10-03,21069810,"The Gadfly,  3 October 1906",http://nla.gov.au/nla.news-page21069810,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069810/level3
1906-10-17,21069850,"The Gadfly, 17 October 1906",http://nla.gov.au/nla.news-page21069850,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069850/level3
1906-02-28,21069064,"The Gadfly, 28 February 1906",http://nla.gov.au/nla.news-page21069064,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069064/level3
1906-03-21,21069148,"The Gadfly, 21 March 1906",http://nla.gov.au/nla.news-page21069148,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069148/level3
1906-02-21,21069036,"The Gadfly, 21 February 1906",http://nla.gov.au/nla.news-page21069036,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069036/level3
1906-06-13,21069446,"The Gadfly, 13 June 1906",http://nla.gov.au/nla.news-page21069446,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069446/level3
1906-07-18,21069566,"The Gadfly, 18 July 1906",http://nla.gov.au/nla.news-page21069566,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069566/level3
1906-04-04,21069204,"The Gadfly,  4 April 1906",http://nla.gov.au/nla.news-page21069204,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069204/level3
1906-02-14,21069008,"The Gadfly, 14 February 1906",http://nla.gov.au/nla.news-page21069008,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069008/level3
1906-04-25,21069276,"The Gadfly, 25 April 1906",http://nla.gov.au/nla.news-page21069276,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069276/level3
1906-04-11,21069228,"The Gadfly, 11 April 1906",http://nla.gov.au/nla.news-page21069228,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069228/level3
1906-08-22,21069686,"The Gadfly, 22 August 1906",http://nla.gov.au/nla.news-page21069686,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069686/level3
1906-10-24,21069870,"The Gadfly, 24 October 1906",http://nla.gov.au/nla.news-page21069870,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069870/level3
1906-06-27,21069494,"The Gadfly, 27 June 1906",http://nla.gov.au/nla.news-page21069494,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069494/level3
1906-05-02,21069300,"The Gadfly,  2 May 1906",http://nla.gov.au/nla.news-page21069300,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069300/level3
1906-07-25,21069590,"The Gadfly, 25 July 1906",http://nla.gov.au/nla.news-page21069590,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069590/level3
1906-05-09,21069324,"The Gadfly,  9 May 1906",http://nla.gov.au/nla.news-page21069324,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069324/level3
1906-06-20,21069470,"The Gadfly, 20 June 1906",http://nla.gov.au/nla.news-page21069470,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069470/level3
1906-08-29,21069710,"The Gadfly, 29 August 1906",http://nla.gov.au/nla.news-page21069710,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069710/level3
1906-03-07,21069092,"The Gadfly,  7 March 1906",http://nla.gov.au/nla.news-page21069092,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069092/level3
1906-03-14,21069120,"The Gadfly, 14 March 1906",http://nla.gov.au/nla.news-page21069120,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069120/level3
1906-05-16,21069348,"The Gadfly, 16 May 1906",http://nla.gov.au/nla.news-page21069348,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069348/level3
1906-05-23,21069372,"The Gadfly, 23 May 1906",http://nla.gov.au/nla.news-page21069372,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069372/level3
1906-05-30,21069396,"The Gadfly, 30 May 1906",http://nla.gov.au/nla.news-page21069396,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069396/level3
1906-08-08,21069638,"The Gadfly,  8 August 1906",http://nla.gov.au/nla.news-page21069638,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069638/level3
1906-08-15,21069662,"The Gadfly, 15 August 1906",http://nla.gov.au/nla.news-page21069662,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069662/level3
1906-10-31,21069890,"The Gadfly, 31 October 1906",http://nla.gov.au/nla.news-page21069890,http://trove.nla.gov.au/ndp/imageservice/nla.news-page21069890/level3
